variant,age,time_on_site,device,converted
B,50,97.81,Mobile,0
B,40,91.15,Mobile,0
B,45,107.25,Mobile,0
B,45,112.6,Desktop,0
A,50,115.79,Mobile,1
B,39,114.56,Mobile,0
B,56,122.71,Desktop,0
B,39,100.98,Desktop,0
A,21,98.85,Desktop,0
B,41,96.61,Desktop,0
A,33,97.93,Mobile,0
B,30,119.94,Mobile,0
B,32,123.01,Mobile,0
B,50,115.79,Mobile,0
A,47,107.55,Desktop,0
B,40,122.43,Desktop,0
B,59,120.98,Desktop,0
A,22,117.8,Desktop,0
B,56,95.61,Desktop,0
B,51,83.98,Desktop,0
B,58,67.63,Desktop,0
B,22,91.7,Mobile,0
B,21,120.88,Desktop,0
A,33,125.47,Mobile,0
B,28,84.98,Desktop,0
B,44,121.09,Desktop,0
A,40,91.06,Mobile,1
A,50,102.01,Mobile,0
B,40,86.68,Mobile,0
B,30,127.99,Desktop,0
B,22,130.27,Desktop,0
A,49,71.95,Mobile,0
B,57,93.28,Desktop,0
A,27,115.4,Mobile,0
A,32,89.84,Desktop,0
A,32,97.3,Desktop,0
B,40,76.54,Mobile,0
B,51,90.79,Mobile,0
B,21,94.75,Mobile,0
A,30,87.33,Desktop,0
B,46,110.66,Desktop,0
B,26,107.71,Desktop,0
A,22,83.14,Mobile,0
A,29,84.4,Desktop,0
A,51,74.56,Mobile,0
A,25,99.39,Mobile,0
A,37,57.77,Desktop,1
B,33,105.12,Mobile,0
A,41,133.1,Mobile,0
B,37,60.52,Mobile,0
A,25,90.91,Desktop,0
B,46,89.45,Desktop,1
B,36,112.8,Mobile,0
A,59,77.45,Desktop,0
A,42,119.61,Desktop,0
B,54,112.6,Desktop,1
A,20,85.65,Mobile,0
A,36,105.95,Desktop,0
A,51,101.93,Desktop,0
A,24,92.92,Mobile,0
A,26,98.31,Mobile,0
A,25,118.58,Mobile,0
A,36,155.4,Mobile,0
A,54,84.97,Mobile,0
B,25,94.48,Mobile,1
B,41,63.46,Mobile,0
A,19,132.47,Mobile,0
A,46,76.79,Mobile,0
B,29,74.74,Desktop,0
A,22,150.44,Mobile,0
A,18,93.36,Mobile,0
A,30,65.14,Mobile,0
A,56,58.09,Desktop,0
B,25,136.68,Mobile,0
A,36,128.58,Desktop,0
B,45,89.93,Desktop,0
A,27,122.96,Mobile,0
B,51,112.94,Desktop,0
B,27,77.83,Mobile,0
B,35,87.16,Mobile,0
A,27,116.72,Desktop,0
A,38,102.24,Desktop,0
A,19,120.7,Desktop,0
B,26,114.83,Desktop,0
A,55,95.01,Mobile,0
A,24,60.36,Desktop,0
B,20,122.8,Mobile,0
A,43,105.66,Mobile,1
B,24,158.91,Mobile,0
A,57,83.04,Desktop,0
B,42,119.39,Mobile,0
B,54,157.74,Desktop,1
B,52,69.16,Desktop,0
B,44,95.58,Desktop,1
B,55,114.92,Desktop,0
B,52,120.01,Mobile,0
B,24,111.89,Mobile,0
A,55,79.52,Desktop,0
B,37,86.87,Mobile,0
A,40,100.55,Mobile,1
A,46,72.61,Mobile,1
A,39,77.34,Desktop,0
B,38,81.17,Mobile,0
A,59,93.54,Desktop,0
B,22,82.94,Desktop,0
A,57,112.12,Desktop,0
B,27,121.01,Mobile,0
B,50,120.94,Desktop,0
A,18,71.63,Mobile,0
B,53,73.16,Mobile,0
A,33,107.28,Desktop,0
B,36,89.42,Mobile,0
B,22,69.41,Desktop,0
A,40,107.64,Desktop,0
B,20,72.25,Mobile,0
A,35,75.32,Desktop,0
A,20,72.89,Mobile,1
A,59,107.83,Mobile,0
B,20,62.6,Mobile,0
A,31,60.39,Desktop,0
A,25,103.54,Mobile,1
A,49,112.53,Mobile,0
A,47,106.95,Desktop,1
B,36,65.33,Mobile,0
B,23,113.68,Desktop,0
A,26,94.98,Mobile,0
A,47,53.39,Desktop,0
A,23,89.98,Mobile,0
A,48,105.02,Mobile,0
A,59,125.5,Mobile,0
A,38,96.75,Mobile,0
B,57,114.65,Mobile,0
A,32,113.17,Mobile,0
A,38,90.2,Desktop,1
A,31,66.12,Desktop,0
A,55,98.3,Mobile,0
A,29,118.73,Mobile,0
A,32,120.71,Desktop,0
B,54,117.34,Mobile,0
B,28,93.79,Desktop,0
A,47,90.82,Mobile,0
B,52,113.39,Mobile,0
A,52,110.3,Desktop,0
B,59,44.73,Mobile,1
A,59,92.87,Desktop,0
A,54,106.29,Desktop,0
A,45,111.91,Desktop,0
B,58,77.54,Mobile,0
B,27,109.04,Mobile,1
A,28,70.17,Mobile,0
A,19,91.87,Mobile,0
B,19,119.95,Mobile,0
A,34,136.46,Mobile,0
A,57,79.38,Mobile,1
A,30,91.21,Desktop,0
B,55,115.39,Desktop,0
B,19,89.11,Desktop,0
A,43,109.27,Mobile,0
A,44,67.84,Desktop,1
B,56,129.28,Desktop,0
A,54,104.06,Mobile,0
A,50,103.65,Desktop,0
A,35,87.36,Desktop,0
A,46,73.99,Mobile,0
B,21,127.19,Mobile,0
A,47,109.76,Mobile,0
A,55,67.64,Desktop,0
A,34,97.23,Mobile,0
B,57,121.31,Mobile,1
B,30,98.16,Mobile,0
B,37,118.25,Desktop,0
A,53,119.42,Mobile,1
A,22,118.39,Desktop,0
A,44,83.96,Mobile,0
B,40,107.39,Mobile,0
B,28,119.79,Mobile,0
A,52,108.45,Desktop,0
A,35,120.9,Mobile,0
B,20,128.81,Desktop,0
A,48,105.14,Desktop,0
A,32,109.53,Desktop,0
A,52,120.28,Mobile,0
B,56,80.85,Desktop,0
A,23,120.0,Desktop,0
B,46,81.02,Desktop,0
A,44,116.21,Desktop,1
B,45,106.07,Mobile,0
B,20,93.47,Desktop,0
B,40,108.47,Desktop,0
A,43,100.54,Mobile,0
A,44,72.84,Desktop,0
A,23,88.71,Desktop,0
B,50,81.13,Desktop,0
B,31,83.14,Mobile,0
A,20,93.01,Mobile,0
B,36,112.99,Mobile,0
B,57,81.46,Mobile,0
A,36,70.98,Mobile,0
B,44,70.59,Desktop,0
A,54,82.12,Desktop,0
A,59,81.38,Mobile,0
B,57,78.65,Desktop,0
A,58,93.17,Mobile,0
B,19,89.83,Mobile,0
A,31,104.98,Mobile,1
A,45,70.7,Mobile,0
A,27,88.56,Desktop,0
A,55,91.33,Desktop,0
A,45,83.24,Mobile,0
A,30,64.33,Desktop,0
A,45,124.23,Desktop,1
B,34,114.65,Mobile,0
A,22,45.71,Mobile,0
A,22,91.23,Mobile,0
B,36,95.23,Desktop,0
B,51,105.13,Desktop,0
A,58,142.39,Desktop,0
B,56,81.24,Desktop,0
A,48,111.87,Desktop,0
A,42,88.66,Desktop,0
B,18,97.56,Mobile,0
B,39,82.92,Desktop,0
A,55,125.58,Desktop,0
B,46,115.23,Mobile,1
A,19,140.46,Mobile,1
A,58,126.64,Mobile,0
B,59,113.23,Mobile,0
A,47,108.54,Desktop,0
B,34,83.05,Desktop,0
B,53,79.41,Desktop,0
B,31,81.28,Mobile,0
A,34,122.72,Desktop,0
A,45,66.81,Mobile,0
A,23,104.79,Mobile,0
B,26,96.02,Mobile,0
A,28,89.43,Desktop,0
B,25,118.75,Desktop,0
B,40,122.67,Mobile,0
A,23,103.05,Desktop,0
B,38,108.15,Desktop,0
A,34,74.14,Desktop,0
B,56,94.45,Mobile,0
A,28,134.13,Desktop,0
B,56,140.51,Desktop,0
B,22,115.34,Mobile,0
A,48,104.27,Mobile,0
A,33,120.53,Mobile,0
A,29,67.05,Mobile,0
A,47,119.42,Desktop,0
A,42,84.8,Mobile,0
B,29,66.93,Mobile,0
B,20,74.58,Mobile,1
A,34,131.32,Desktop,0
A,21,134.23,Desktop,0
B,23,84.41,Desktop,1
B,32,93.38,Mobile,0
A,49,40.92,Desktop,1
A,38,103.19,Desktop,0
A,19,116.07,Mobile,1
B,20,67.57,Desktop,0
B,42,109.7,Mobile,1
B,44,62.69,Desktop,0
B,44,80.43,Mobile,0
A,40,118.32,Desktop,0
A,26,82.61,Desktop,0
A,53,125.77,Desktop,0
B,28,99.13,Desktop,0
B,56,94.59,Desktop,0
A,24,109.3,Mobile,1
A,30,115.52,Desktop,1
B,24,112.55,Mobile,0
A,59,90.35,Mobile,0
A,30,126.74,Mobile,0
B,23,101.48,Mobile,0
A,21,115.17,Mobile,0
B,42,77.26,Mobile,0
A,37,85.99,Mobile,0
A,26,100.47,Desktop,0
A,42,89.48,Mobile,0
B,54,120.1,Mobile,1
B,26,112.15,Desktop,0
B,58,88.47,Desktop,1
B,36,66.31,Desktop,0
A,29,85.44,Desktop,0
B,52,67.24,Mobile,1
A,21,68.93,Desktop,1
A,36,57.59,Desktop,0
A,23,93.78,Mobile,0
A,48,113.16,Desktop,0
A,49,119.22,Desktop,0
A,26,109.51,Desktop,0
A,43,95.51,Desktop,0
B,23,76.44,Desktop,0
A,54,114.95,Desktop,0
B,51,105.26,Mobile,0
A,57,106.12,Desktop,0
B,38,106.95,Mobile,0
A,59,102.31,Mobile,0
B,44,102.48,Desktop,1
A,36,77.55,Mobile,0
B,44,91.11,Mobile,0
B,20,100.8,Mobile,0
B,42,114.03,Desktop,0
A,51,95.95,Mobile,0
A,38,130.61,Mobile,0
B,28,113.72,Mobile,0
B,44,96.54,Desktop,0
A,45,110.34,Desktop,0
A,21,90.37,Desktop,0
A,58,100.35,Desktop,0
A,43,86.93,Mobile,0
A,38,78.09,Mobile,0
B,56,108.43,Mobile,0
B,21,82.89,Desktop,0
B,54,106.91,Mobile,1
B,21,89.93,Mobile,0
A,40,92.77,Desktop,0
A,26,107.47,Desktop,0
B,57,105.54,Desktop,0
A,41,64.49,Mobile,0
A,46,106.02,Mobile,0
B,24,78.49,Mobile,1
B,35,90.28,Mobile,0
A,19,98.94,Mobile,0
B,45,74.65,Mobile,1
A,58,61.79,Mobile,0
B,46,118.95,Desktop,0
A,34,131.98,Mobile,1
B,48,62.12,Desktop,1
A,34,113.66,Desktop,0
A,48,103.75,Mobile,0
A,40,63.02,Mobile,0
B,27,83.92,Mobile,0
A,23,96.32,Mobile,0
A,55,106.48,Desktop,0
B,44,84.62,Desktop,0
B,28,105.05,Desktop,0
A,37,73.97,Desktop,0
A,22,99.38,Desktop,0
B,49,76.71,Mobile,0
B,22,89.86,Desktop,0
A,39,102.65,Mobile,0
A,18,144.59,Mobile,0
B,37,84.91,Mobile,0
A,32,123.16,Mobile,0
A,28,108.5,Desktop,0
A,49,78.96,Desktop,0
B,45,117.14,Mobile,0
B,45,99.96,Desktop,0
A,34,98.57,Mobile,0
A,51,112.29,Mobile,0
A,41,79.04,Desktop,0
B,19,101.14,Mobile,0
A,44,124.94,Desktop,0
B,26,57.94,Desktop,1
A,36,87.84,Mobile,0
B,53,98.71,Desktop,0
A,46,106.95,Desktop,0
B,28,98.65,Mobile,0
B,49,105.59,Mobile,0
A,44,66.83,Desktop,1
B,56,122.37,Mobile,0
A,41,112.05,Desktop,0
B,44,95.94,Desktop,0
A,44,75.35,Desktop,0
B,57,113.54,Desktop,1
B,49,94.67,Desktop,0
A,39,113.63,Mobile,0
B,59,112.35,Desktop,0
A,49,90.89,Desktop,0
A,52,101.16,Desktop,0
A,18,118.37,Desktop,0
B,51,116.58,Mobile,0
B,18,125.01,Desktop,0
B,59,80.04,Desktop,0
A,52,64.62,Desktop,0
A,46,135.96,Mobile,0
B,35,71.32,Desktop,0
A,23,82.05,Mobile,0
B,23,110.07,Desktop,0
B,44,74.57,Desktop,0
A,56,56.48,Desktop,0
A,36,103.54,Desktop,0
A,55,106.17,Mobile,0
A,20,70.72,Desktop,0
B,55,97.86,Desktop,0
A,37,126.93,Desktop,0
A,19,120.1,Mobile,0
A,24,115.63,Desktop,0
B,22,101.31,Desktop,0
A,42,102.15,Desktop,0
A,59,75.14,Desktop,0
B,30,92.87,Desktop,0
B,29,93.7,Mobile,0
B,22,96.55,Desktop,0
A,29,113.03,Mobile,0
B,35,100.72,Mobile,0
B,20,123.43,Mobile,1
A,21,115.61,Desktop,0
A,36,99.08,Mobile,0
B,38,95.98,Mobile,0
A,42,95.49,Mobile,0
A,20,130.25,Mobile,0
B,24,91.78,Mobile,0
A,26,142.73,Mobile,0
A,21,111.03,Desktop,0
B,40,103.74,Mobile,0
B,28,63.56,Mobile,0
A,36,71.0,Mobile,0
B,18,121.35,Desktop,0
B,21,88.57,Desktop,0
A,26,101.38,Desktop,0
A,59,94.68,Mobile,0
A,24,122.17,Mobile,0
B,43,88.36,Mobile,1
B,38,129.12,Desktop,0
A,27,116.52,Mobile,1
A,27,92.32,Mobile,0
A,18,100.45,Mobile,0
A,53,124.64,Mobile,0
B,20,92.19,Mobile,0
B,52,102.5,Mobile,0
B,29,114.78,Desktop,0
B,44,89.99,Mobile,0
B,34,119.9,Desktop,0
B,36,115.13,Mobile,0
A,27,116.79,Mobile,0
B,43,110.25,Desktop,0
B,25,125.38,Desktop,0
B,56,96.78,Mobile,0
B,19,101.59,Mobile,1
A,29,115.09,Desktop,0
A,56,86.86,Mobile,0
B,57,73.76,Mobile,0
A,48,111.39,Desktop,1
A,46,66.51,Mobile,0
A,25,97.38,Mobile,0
A,32,94.54,Desktop,0
B,43,85.84,Desktop,1
B,53,136.84,Desktop,0
B,58,125.56,Mobile,0
B,21,83.37,Desktop,0
B,50,102.58,Desktop,0
A,29,107.74,Desktop,0
B,28,103.08,Mobile,0
B,47,72.42,Mobile,0
A,43,98.05,Mobile,0
A,47,86.74,Desktop,0
B,53,104.62,Mobile,0
A,50,90.45,Desktop,0
B,48,73.22,Desktop,0
A,19,77.46,Desktop,0
B,32,121.99,Mobile,0
B,19,111.61,Mobile,0
B,29,89.62,Desktop,0
B,35,90.27,Mobile,0
A,25,113.16,Desktop,0
B,20,104.36,Mobile,0
B,52,91.84,Desktop,0
B,50,94.97,Mobile,0
B,48,86.06,Mobile,0
A,21,101.54,Desktop,0
A,40,153.52,Desktop,0
B,54,82.99,Mobile,0
B,52,93.83,Desktop,0
A,57,66.55,Desktop,0
B,55,103.18,Mobile,1
B,18,76.21,Desktop,0
A,20,72.66,Desktop,0
A,27,65.86,Mobile,1
A,47,115.76,Desktop,0
B,45,88.73,Mobile,0
B,33,69.59,Desktop,1
B,21,96.17,Mobile,0
B,21,86.37,Mobile,0
A,40,95.47,Desktop,0
A,57,114.74,Desktop,0
A,40,120.08,Mobile,0
A,32,94.86,Mobile,0
B,30,97.01,Desktop,0
B,18,100.25,Mobile,0
A,54,95.65,Desktop,0
B,41,100.21,Desktop,0
A,18,92.89,Mobile,0
A,30,102.88,Mobile,0
B,55,78.82,Desktop,0
B,34,90.6,Mobile,0
B,47,105.62,Desktop,0
B,37,114.77,Mobile,0
B,59,127.89,Desktop,0
B,22,125.76,Desktop,0
B,58,132.27,Mobile,0
B,22,122.17,Desktop,0
A,54,127.03,Desktop,0
A,33,115.94,Desktop,0
B,38,134.33,Mobile,0
B,51,102.58,Desktop,0
A,23,127.91,Mobile,0
A,59,108.63,Mobile,0
A,23,102.43,Mobile,0
A,27,108.74,Mobile,0
B,48,132.22,Desktop,0
A,23,92.48,Desktop,0
A,20,120.82,Desktop,0
A,42,98.12,Mobile,0
A,37,80.75,Desktop,0
B,52,83.68,Desktop,1
A,18,105.98,Desktop,0
B,48,112.14,Mobile,0
B,31,90.25,Mobile,0
B,20,76.25,Desktop,0
B,33,104.33,Mobile,0
B,31,103.87,Mobile,0
A,20,127.26,Desktop,0
B,23,85.91,Desktop,0
A,26,98.25,Mobile,0
A,50,115.12,Mobile,1
B,58,133.03,Mobile,0
B,29,109.29,Desktop,0
A,19,84.93,Mobile,0
B,20,60.99,Desktop,0
B,30,72.07,Mobile,0
B,48,69.35,Mobile,0
A,26,106.03,Mobile,0
A,57,86.7,Mobile,0
B,58,97.48,Mobile,0
B,25,118.46,Desktop,0
B,39,89.78,Desktop,0
A,43,121.92,Desktop,0
B,33,103.0,Desktop,0
B,49,106.8,Desktop,1
B,52,122.06,Desktop,0
B,53,80.9,Desktop,1
A,18,116.85,Desktop,0
B,24,98.95,Desktop,0
B,57,101.4,Desktop,0
A,59,63.04,Desktop,0
B,28,98.55,Desktop,0
B,28,120.4,Desktop,0
A,30,99.09,Desktop,0
B,58,116.75,Mobile,1
A,21,113.27,Desktop,0
B,42,104.35,Mobile,0
B,20,110.18,Desktop,0
B,27,110.72,Desktop,0
A,22,81.45,Desktop,0
B,29,89.55,Mobile,0
A,51,81.13,Desktop,0
A,29,129.68,Desktop,0
A,55,118.57,Mobile,0
A,32,111.28,Desktop,0
A,38,114.45,Desktop,1
A,21,105.57,Desktop,0
B,28,100.98,Desktop,0
B,27,101.59,Desktop,0
B,24,130.65,Mobile,0
B,26,92.92,Desktop,0
A,35,114.52,Desktop,0
B,44,59.47,Desktop,0
B,45,142.07,Mobile,0
A,49,131.41,Desktop,0
B,27,85.93,Desktop,0
A,51,67.36,Mobile,0
B,22,99.72,Mobile,0
B,37,115.37,Desktop,0
A,47,91.56,Mobile,0
B,50,119.41,Desktop,0
B,36,120.23,Desktop,0
B,19,98.93,Mobile,0
B,35,73.96,Desktop,0
A,31,144.08,Mobile,0
B,22,126.53,Desktop,0
A,35,141.5,Desktop,0
A,32,114.3,Desktop,0
B,40,85.56,Desktop,0
A,21,84.91,Desktop,1
B,51,95.07,Mobile,0
A,41,113.81,Mobile,0
A,29,89.56,Mobile,0
A,46,86.76,Mobile,0
A,23,97.31,Desktop,0
B,41,126.59,Mobile,0
B,39,79.11,Desktop,0
B,34,87.59,Desktop,0
B,49,86.92,Desktop,0
A,42,112.96,Desktop,1
B,43,127.2,Desktop,0
B,44,92.87,Mobile,0
B,24,86.62,Mobile,0
A,52,96.74,Mobile,0
A,51,118.74,Mobile,0
A,44,109.52,Desktop,0
A,25,85.73,Desktop,1
A,52,103.88,Mobile,0
B,35,81.67,Mobile,1
A,40,114.67,Mobile,0
B,47,78.53,Desktop,1
A,33,95.75,Mobile,0
A,48,90.63,Mobile,0
A,55,110.32,Mobile,0
A,51,145.79,Desktop,0
A,18,99.51,Desktop,0
A,26,103.64,Mobile,0
B,53,105.49,Desktop,0
A,21,99.68,Mobile,0
A,37,125.38,Mobile,1
B,34,106.0,Desktop,0
A,27,91.52,Desktop,0
A,57,120.84,Desktop,1
B,30,133.63,Desktop,0
B,55,89.73,Desktop,0
A,33,79.6,Desktop,0
A,56,100.74,Mobile,0
A,50,75.15,Mobile,0
A,44,66.01,Mobile,0
A,54,70.85,Mobile,0
A,33,83.72,Mobile,0
B,32,62.94,Desktop,0
B,33,109.59,Desktop,0
B,23,124.4,Desktop,0
B,46,140.02,Desktop,0
A,57,69.83,Desktop,0
B,34,124.12,Mobile,1
A,57,125.62,Desktop,0
A,24,90.7,Mobile,0
B,51,74.06,Mobile,0
A,53,92.57,Desktop,0
B,43,123.94,Mobile,0
B,43,95.28,Desktop,1
B,28,85.86,Mobile,0
B,42,113.18,Desktop,0
B,53,84.98,Mobile,1
A,59,93.04,Desktop,1
B,19,83.92,Desktop,0
A,58,98.86,Mobile,0
A,45,100.49,Mobile,0
A,18,87.22,Desktop,0
A,23,104.22,Mobile,0
B,57,97.7,Desktop,0
A,53,146.56,Desktop,0
B,18,108.39,Desktop,1
A,32,96.68,Mobile,0
B,18,100.1,Mobile,0
B,36,101.19,Desktop,0
B,42,104.79,Mobile,0
B,31,97.36,Mobile,0
B,39,78.89,Mobile,0
A,40,129.31,Mobile,0
A,24,127.31,Desktop,0
A,51,135.95,Mobile,0
A,28,109.68,Mobile,0
B,33,110.37,Desktop,1
A,55,108.16,Desktop,0
A,26,66.54,Mobile,0
A,21,67.38,Desktop,0
A,57,125.54,Mobile,0
A,52,91.06,Mobile,0
B,40,84.75,Desktop,0
B,41,93.89,Mobile,0
A,21,96.06,Desktop,0
B,47,106.46,Mobile,0
A,57,88.52,Mobile,0
B,49,122.21,Desktop,0
B,55,77.56,Desktop,0
A,51,154.48,Mobile,0
B,51,110.04,Desktop,0
A,48,88.56,Desktop,0
A,48,89.92,Desktop,0
B,49,110.3,Mobile,1
B,53,99.59,Desktop,0
B,39,135.55,Desktop,1
B,36,109.75,Mobile,0
A,52,86.38,Mobile,0
A,55,116.21,Desktop,0
A,59,86.46,Desktop,0
A,32,114.88,Mobile,0
A,55,62.3,Mobile,0
A,25,59.55,Mobile,0
B,49,77.61,Mobile,0
A,53,113.22,Desktop,0
A,54,86.92,Mobile,0
B,47,87.7,Mobile,0
B,40,108.52,Desktop,0
A,24,67.24,Mobile,0
A,39,103.56,Desktop,0
B,53,86.98,Desktop,0
A,56,133.3,Mobile,0
B,45,98.34,Mobile,0
B,29,82.3,Desktop,0
B,20,51.93,Desktop,0
A,55,91.97,Desktop,0
A,53,84.31,Desktop,0
B,38,68.47,Desktop,0
B,39,75.09,Desktop,1
A,40,132.04,Mobile,0
A,24,99.49,Desktop,0
A,24,132.43,Desktop,0
B,38,100.13,Mobile,0
B,31,92.96,Desktop,0
B,59,111.05,Desktop,0
A,24,79.97,Mobile,0
B,22,99.26,Desktop,0
B,54,93.1,Desktop,1
B,36,144.02,Mobile,0
A,42,83.61,Mobile,0
B,29,99.77,Mobile,0
B,26,87.39,Mobile,0
A,18,102.9,Desktop,0
B,46,56.45,Desktop,0
A,36,108.96,Mobile,1
A,32,159.97,Mobile,0
B,53,125.32,Mobile,0
A,35,108.71,Mobile,0
B,39,92.29,Desktop,0
A,39,112.14,Desktop,0
B,47,126.62,Desktop,0
A,24,118.58,Desktop,0
A,23,95.3,Desktop,0
A,30,65.81,Mobile,1
B,31,64.87,Desktop,0
B,19,84.23,Desktop,0
B,59,77.53,Desktop,0
A,33,110.68,Desktop,0
A,56,94.11,Desktop,0
B,50,157.68,Mobile,1
B,18,86.32,Desktop,0
A,47,91.4,Desktop,0
A,28,115.47,Desktop,1
A,31,130.4,Desktop,0
B,54,107.68,Desktop,0
A,54,112.6,Desktop,0
B,52,109.73,Mobile,1
A,31,106.51,Mobile,0
B,39,115.42,Desktop,1
A,48,72.75,Mobile,0
A,35,104.08,Mobile,0
B,27,115.42,Desktop,0
A,41,65.1,Desktop,0
A,41,81.83,Mobile,0
A,49,111.66,Mobile,0
B,54,63.38,Mobile,0
A,51,77.68,Desktop,0
B,27,115.75,Mobile,0
A,31,123.64,Mobile,0
A,40,130.08,Mobile,0
B,49,107.02,Mobile,0
B,29,116.35,Mobile,0
B,58,100.87,Desktop,0
B,41,89.43,Desktop,0
B,51,146.47,Mobile,0
B,37,120.62,Desktop,0
A,46,64.8,Mobile,1
A,33,113.75,Mobile,0
A,57,109.48,Desktop,0
A,59,125.75,Desktop,0
B,26,51.28,Desktop,1
A,20,112.43,Desktop,0
A,27,83.11,Mobile,0
A,57,90.44,Mobile,1
B,18,136.39,Mobile,0
B,24,111.37,Mobile,0
A,48,137.7,Mobile,0
B,58,112.26,Mobile,0
A,30,122.64,Desktop,0
B,39,114.07,Mobile,0
A,33,87.46,Desktop,0
B,39,73.74,Mobile,0
A,23,95.48,Mobile,1
A,18,120.26,Mobile,0
B,19,116.12,Mobile,0
B,44,101.12,Desktop,0
B,29,65.45,Desktop,0
B,23,162.06,Mobile,1
A,19,95.75,Desktop,0
A,54,76.12,Desktop,0
A,27,95.95,Desktop,0
A,34,104.45,Mobile,0
A,34,112.55,Desktop,0
A,23,94.08,Desktop,1
A,18,98.7,Desktop,0
A,37,109.93,Desktop,0
B,35,107.51,Mobile,0
A,26,78.43,Desktop,0
B,49,86.39,Desktop,0
B,34,100.37,Desktop,0
B,36,53.95,Mobile,0
B,30,87.45,Desktop,0
A,18,111.2,Mobile,1
B,55,106.79,Mobile,0
A,55,92.21,Desktop,0
A,53,86.55,Mobile,0
B,27,72.83,Desktop,1
A,52,67.12,Mobile,0
A,43,69.63,Mobile,0
B,50,95.82,Desktop,0
B,57,60.32,Desktop,0
A,25,77.41,Desktop,0
A,37,77.61,Mobile,0
A,19,110.65,Desktop,0
A,56,83.02,Mobile,0
B,57,105.07,Desktop,0
B,45,100.71,Mobile,0
B,46,121.96,Desktop,0
B,42,125.96,Mobile,1
A,43,78.39,Desktop,0
B,25,112.44,Desktop,0
A,47,114.69,Mobile,0
A,18,93.58,Desktop,0
B,45,102.53,Desktop,0
A,47,113.38,Mobile,0
A,30,112.24,Mobile,1
A,58,83.12,Mobile,0
B,38,90.2,Mobile,0
A,38,89.97,Mobile,0
A,57,84.32,Desktop,0
A,28,136.99,Mobile,0
A,44,120.22,Mobile,0
B,22,111.16,Mobile,0
B,30,94.62,Desktop,0
A,29,100.5,Desktop,0
A,57,129.94,Mobile,0
A,50,111.2,Mobile,0
B,47,73.85,Mobile,0
B,20,126.7,Desktop,1
A,40,94.73,Desktop,0
A,48,68.35,Mobile,0
B,23,94.46,Mobile,0
A,28,84.82,Mobile,0
B,54,73.01,Mobile,0
A,56,86.8,Mobile,0
A,54,102.69,Desktop,0
A,56,59.92,Desktop,0
A,23,105.46,Mobile,0
B,35,88.9,Mobile,0
B,18,116.65,Desktop,1
B,35,108.36,Mobile,0
A,28,68.37,Mobile,0
A,59,96.19,Desktop,0
B,23,130.91,Mobile,0
B,22,84.05,Desktop,0
A,41,114.32,Desktop,0
B,19,111.6,Desktop,0
A,52,101.14,Mobile,0
B,51,85.87,Mobile,0
A,59,117.12,Desktop,0
A,19,105.95,Desktop,0
B,29,77.56,Mobile,1
B,19,81.39,Desktop,0
A,52,121.32,Mobile,1
A,46,98.01,Desktop,0
B,50,70.86,Desktop,0
A,22,106.13,Mobile,1
B,50,93.72,Mobile,1
A,56,85.98,Desktop,0
B,30,105.23,Desktop,0
A,48,133.07,Desktop,0
A,53,104.48,Mobile,0
A,36,93.51,Mobile,0
A,42,74.59,Mobile,0
A,52,92.74,Mobile,0
A,54,108.12,Desktop,0
A,56,117.88,Desktop,0
B,50,117.54,Desktop,0
B,20,94.96,Desktop,0
A,59,92.03,Desktop,0
B,41,104.13,Mobile,0
B,20,101.63,Mobile,0
A,24,143.75,Desktop,0
B,30,110.99,Desktop,0
A,41,146.17,Mobile,0
B,55,84.62,Desktop,0
B,47,110.04,Desktop,0
B,22,120.95,Mobile,1
A,40,70.14,Desktop,0
B,58,96.11,Desktop,0
A,44,80.03,Desktop,0
A,35,104.58,Mobile,0
B,57,109.77,Desktop,1
A,37,87.75,Mobile,0
A,23,89.68,Desktop,0
B,47,93.67,Mobile,0
A,23,104.05,Mobile,0
B,34,130.65,Desktop,0
B,53,138.29,Mobile,0
A,32,95.82,Desktop,0
B,34,77.91,Desktop,0
B,42,110.86,Desktop,1
A,47,87.2,Desktop,1
A,57,92.15,Desktop,0
A,34,90.46,Desktop,0
A,22,121.32,Desktop,0
B,59,90.77,Mobile,0
B,59,87.99,Mobile,0
B,52,110.46,Desktop,0
B,28,86.01,Mobile,0
B,45,97.19,Mobile,0
A,37,131.52,Mobile,1
B,19,80.09,Mobile,0
B,58,102.24,Desktop,0
B,50,79.9,Desktop,0
B,53,133.55,Mobile,0
A,27,66.99,Mobile,0
A,36,91.91,Desktop,0
A,42,118.32,Mobile,0
B,44,88.07,Mobile,0
B,52,72.7,Desktop,0
B,40,62.33,Desktop,0
A,51,110.22,Mobile,0
B,25,91.76,Mobile,1
A,19,117.4,Desktop,0
B,42,98.72,Desktop,0
A,26,86.99,Mobile,0
A,42,108.99,Mobile,0
B,46,79.16,Mobile,0
B,39,105.28,Mobile,0
A,31,81.27,Desktop,0
A,28,92.44,Desktop,0
A,30,86.15,Desktop,0
A,50,119.9,Desktop,0
A,20,129.04,Desktop,0
B,53,124.13,Desktop,0
A,59,126.0,Desktop,0
B,49,112.62,Mobile,0
B,53,86.54,Desktop,0
B,53,94.4,Desktop,0
B,52,102.15,Desktop,0
B,22,109.71,Desktop,0
A,29,119.65,Desktop,1
B,36,102.34,Desktop,0
A,57,110.87,Desktop,0
B,44,121.97,Mobile,1
A,52,103.61,Desktop,0
